date,fund,fund_type,price,nav,income
2023-08-30,Фонд российских облигаций,open,43796.94,10574278349.12,
2023-08-31,Фонд российских облигаций,open,43792.38,10558750599.32,
2023-09-01,Фонд российских облигаций,open,43801.03,10586663893.27,
2023-09-04,Фонд российских облигаций,open,43746.05,10571528706.96,
2023-09-05,Фонд российских облигаций,open,43740.73,10559992321.3,
2023-09-06,Фонд российских облигаций,open,43641.66,10499948655.63,
2023-09-07,Фонд российских облигаций,open,43393.76,10415462580.7,
2023-09-08,Фонд российских облигаций,open,43320.46,10377108187.81,
2023-09-11,Фонд российских облигаций,open,43360.25,10381844076.38,
2023-09-12,Фонд российских облигаций,open,43466.97,10384760622.01,
2023-09-13,Фонд российских облигаций,open,43594.3,10384185174.36,
2023-09-14,Фонд российских облигаций,open,43538.83,10355633064.58,
2023-09-15,Фонд российских облигаций,open,43529.66,10332037150.22,
2023-09-18,Фонд российских облигаций,open,43559.3,10323234288.03,
2023-09-19,Фонд российских облигаций,open,43560.19,10312900100.03,
2023-09-20,Фонд российских облигаций,open,43589.57,10294279355.45,
2023-09-21,Фонд российских облигаций,open,43606.06,10301073699.66,
2023-09-22,Фонд российских облигаций,open,43585.12,10295663299.54,
2023-09-25,Фонд российских облигаций,open,43594.73,10336922883.23,
2023-09-26,Фонд российских облигаций,open,43603.79,10336486727.04,
2023-09-27,Фонд российских облигаций,open,43580.76,10302593531.6,
2023-09-28,Фонд российских облигаций,open,43553.45,10293208504.66,
2023-09-29,Фонд российских облигаций,open,43524.23,10287242196.25,
2023-10-02,Фонд российских облигаций,open,43299.02,10218561360.75,
2023-10-03,Фонд российских облигаций,open,43307.73,10219845314.79,
2023-10-04,Фонд российских облигаций,open,43283.76,10187724318.98,
2023-10-05,Фонд российских облигаций,open,43091.94,10134594558.83,
2023-10-06,Фонд российских облигаций,open,43120.53,10107842923.77,
2023-10-09,Фонд российских облигаций,open,43087.84,10074577945.43,
2023-10-10,Фонд российских облигаций,open,43094.33,10041127894.77,
2023-10-11,Фонд российских облигаций,open,43128.58,10036387721.31,
2023-10-12,Фонд российских облигаций,open,43158.01,10006215477.5,
2023-10-13,Фонд российских облигаций,open,43294.9,10027431145.72,
2023-10-16,Фонд российских облигаций,open,43420.11,10041209441.47,
2023-10-17,Фонд российских облигаций,open,43471.1,10030977032.6,
2023-10-18,Фонд российских облигаций,open,43443.14,10005990466.42,
2023-10-19,Фонд российских облигаций,open,43368.94,9991352795.76,
2023-10-20,Фонд российских облигаций,open,43301.37,9943359381.23,
2023-10-23,Фонд российских облигаций,open,43342.76,9948836371.43,
2023-10-24,Фонд российских облигаций,open,43329.06,9917975818.59,
2023-10-25,Фонд российских облигаций,open,43357.73,9915225510.15,
2023-10-26,Фонд российских облигаций,open,43422.75,9934366241.44,
2023-10-27,Фонд российских облигаций,open,43363.92,9999134002.92,
2023-10-30,Фонд российских облигаций,open,43299.61,9975885667.81,
2023-10-31,Фонд российских облигаций,open,43351.24,9971156707.03,
2023-11-01,Фонд российских облигаций,open,43410.15,9954059294.19,
2023-11-02,Фонд российских облигаций,open,43470.24,9969984085.61,
2023-11-03,Фонд российских облигаций,open,43594.47,9990539596.43,
2023-11-07,Фонд российских облигаций,open,43814.8,10080302418.36,
2023-11-08,Фонд российских облигаций,open,43891.03,10049538696.46,
2023-11-09,Фонд российских облигаций,open,43912.1,10021389986.85,
2023-11-10,Фонд российских облигаций,open,43975.14,10060485060.16,
2023-11-13,Фонд российских облигаций,open,43947.15,10090484842.29,
2023-11-14,Фонд российских облигаций,open,43844.52,10078140158.93,
2023-11-15,Фонд российских облигаций,open,43844.55,10045897162.64,
2023-11-16,Фонд российских облигаций,open,43860.02,10056511731.68,
2023-11-17,Фонд российских облигаций,open,43835.04,10259494251.33,
2023-11-20,Фонд российских облигаций,open,43901.51,10267689854.45,
2023-11-21,Фонд российских облигаций,open,43844.4,10252014455.83,
2023-11-22,Фонд российских облигаций,open,43855.34,10235286574.88,
2023-11-23,Фонд российских облигаций,open,43937.24,10263758843.94,
2023-11-24,Фонд российских облигаций,open,43913.87,10249142025.7,
2023-11-27,Фонд российских облигаций,open,43903.64,10321072721.14,
2023-11-28,Фонд российских облигаций,open,43913.76,10311311383.99,
2023-11-29,Фонд российских облигаций,open,43895.7,10320412836.76,
2023-11-30,Фонд российских облигаций,open,43916.51,10331767895.18,
2023-12-01,Фонд российских облигаций,open,43999.94,10348077837.67,
2023-12-04,Фонд российских облигаций,open,43954.66,10325052220.84,
2023-12-05,Фонд российских облигаций,open,43912.97,10330882072.79,
2023-12-06,Фонд российских облигаций,open,43876.87,10346059871.19,
2023-12-07,Фонд российских облигаций,open,43804.13,10340731598.44,
2023-12-08,Фонд российских облигаций,open,43789.54,10307034899.44,
2023-12-11,Фонд российских облигаций,open,43800.88,10306054978.63,
2023-12-12,Фонд российских облигаций,open,43754.08,10264629313.82,
2023-12-13,Фонд российских облигаций,open,43750.04,10215508614.7,
2023-12-14,Фонд российских облигаций,open,43834.03,10252705272.44,
2023-12-15,Фонд российских облигаций,open,43886.51,10253589612.82,
2023-12-18,Фонд российских облигаций,open,44165.82,10340481571.74,
2023-12-19,Фонд российских облигаций,open,44308.3,10339144846.0,
2023-12-20,Фонд российских облигаций,open,44401.81,10379122506.18,
2023-12-21,Фонд российских облигаций,open,44364.76,10343184471.44,
2023-12-22,Фонд российских облигаций,open,44433.01,10348497002.3,
2023-12-25,Фонд российских облигаций,open,44498.15,10378862524.71,
2023-12-26,Фонд российских облигаций,open,44486.43,10361308258.46,
2023-12-27,Фонд российских облигаций,open,44538.86,10384718251.07,
2023-12-28,Фонд российских облигаций,open,44298.41,10335937657.42,
2023-12-29,Фонд российских облигаций,open,44027.26,10273769388.62,
2024-01-09,Фонд российских облигаций,open,44643.88,10429728233.73,
2024-01-10,Фонд российских облигаций,open,44686.19,10425977218.7,
2024-01-11,Фонд российских облигаций,open,44762.54,10436584638.06,
2024-01-12,Фонд российских облигаций,open,44724.87,10412615846.58,
2024-01-15,Фонд российских облигаций,open,44703.36,10414538175.92,
2024-01-16,Фонд российских облигаций,open,44917.63,10452450358.47,
2024-01-17,Фонд российских облигаций,open,44997.38,10470100135.04,
2024-01-18,Фонд российских облигаций,open,45038.8,10499271723.42,
2024-01-19,Фонд российских облигаций,open,45083.11,10491383023.04,
2024-01-22,Фонд российских облигаций,open,45093.0,10506926412.15,
2024-01-23,Фонд российских облигаций,open,45143.51,11083838090.96,
2024-01-24,Фонд российских облигаций,open,45122.49,11125154062.35,
2024-01-25,Фонд российских облигаций,open,45120.74,11113497256.19,
2024-01-26,Фонд российских облигаций,open,45156.99,11132891489.59,
2024-01-29,Фонд российских облигаций,open,45178.14,11145139648.74,
2024-01-30,Фонд российских облигаций,open,45188.55,11137814555.93,
2024-01-31,Фонд российских облигаций,open,45187.38,11135767662.78,
2024-02-01,Фонд российских облигаций,open,45170.63,11119022526.16,
2024-02-02,Фонд российских облигаций,open,45197.54,11098739140.98,
2024-02-05,Фонд российских облигаций,open,45248.51,11110947740.01,
2024-02-06,Фонд российских облигаций,open,45249.73,10703895320.45,
2024-02-07,Фонд российских облигаций,open,45306.35,10544576717.12,
2024-02-08,Фонд российских облигаций,open,45303.7,10559686279.83,
2024-02-09,Фонд российских облигаций,open,45248.1,10529365740.69,
2024-02-12,Фонд российских облигаций,open,45265.91,10509522057.16,
2024-02-13,Фонд российских облигаций,open,45301.22,10495384856.26,
2024-02-14,Фонд российских облигаций,open,45344.72,10506479934.89,
2024-02-15,Фонд российских облигаций,open,45273.04,10479192632.45,
2024-02-16,Фонд российских облигаций,open,45316.7,10486847012.2,
2024-02-19,Фонд российских облигаций,open,45344.57,10497755067.56,
2024-02-20,Фонд российских облигаций,open,45310.12,10485649260.02,
2024-02-21,Фонд российских облигаций,open,45280.68,10494337748.31,
2024-02-22,Фонд российских облигаций,open,45309.48,10494910205.79,
2024-02-26,Фонд российских облигаций,open,45310.84,10500233052.07,
2024-02-27,Фонд российских облигаций,open,45360.3,10489854099.16,
2024-02-28,Фонд российских облигаций,open,45354.54,10473520403.62,
2024-02-29,Фонд российских облигаций,open,45397.6,10476272736.4,
2024-03-01,Фонд российских облигаций,open,45452.96,10488308744.51,
2024-03-04,Фонд российских облигаций,open,45442.39,10480719233.83,
2024-03-05,Фонд российских облигаций,open,45409.52,10398172655.2,
2024-03-06,Фонд российских облигаций,open,45377.98,10369057121.43,
2024-03-07,Фонд российских облигаций,open,45351.14,10390773875.07,
2024-03-11,Фонд российских облигаций,open,45280.13,10376064107.18,
2024-03-12,Фонд российских облигаций,open,45352.94,10377389532.53,
2024-03-13,Фонд российских облигаций,open,45349.29,10366966187.44,
2024-03-14,Фонд российских облигаций,open,45292.58,10380900782.81,
2024-03-15,Фонд российских облигаций,open,45223.63,10381163338.49,
2024-03-18,Фонд российских облигаций,open,45172.95,10399843211.17,
2024-03-19,Фонд российских облигаций,open,45205.48,10430558779.65,
2024-03-20,Фонд российских облигаций,open,45174.94,10460365002.24,
2024-03-21,Фонд российских облигаций,open,45248.85,10457742190.93,
2024-03-22,Фонд российских облигаций,open,45277.17,10474542716.36,
2024-03-25,Фонд российских облигаций,open,45274.79,10455400669.86,
2024-03-26,Фонд российских облигаций,open,45304.92,10476962311.25,
2024-03-27,Фонд российских облигаций,open,45288.02,10453398363.53,
2024-03-28,Фонд российских облигаций,open,45340.32,10422290551.92,
2024-03-29,Фонд российских облигаций,open,45391.91,10416556341.92,
2024-04-01,Фонд российских облигаций,open,45407.66,10195867376.53,
2024-04-02,Фонд российских облигаций,open,45389.77,10039711726.9,
2024-04-03,Фонд российских облигаций,open,45390.56,10040287503.54,
2024-04-04,Фонд российских облигаций,open,45351.77,9970911924.64,
2024-04-05,Фонд российских облигаций,open,45389.72,9922903213.26,
2024-04-08,Фонд российских облигаций,open,45360.4,9951646491.17,
2024-04-09,Фонд российских облигаций,open,45385.02,9940856293.77,
2024-04-10,Фонд российских облигаций,open,45379.46,9916139125.51,
2024-04-11,Фонд российских облигаций,open,45405.85,9941769467.3,
2024-04-12,Фонд российских облигаций,open,45460.93,9943904758.56,
2024-04-15,Фонд российских облигаций,open,45464.24,9953710789.43,
2024-04-16,Фонд российских облигаций,open,45505.34,9926338511.27,
2024-04-17,Фонд российских облигаций,open,45533.83,9924694453.15,
2024-04-18,Фонд российских облигаций,open,45536.76,9990221238.89,
2024-04-19,Фонд российских облигаций,open,45569.93,9991073398.84,
2024-04-22,Фонд российских облигаций,open,45589.08,9978508669.52,
2024-04-23,Фонд российских облигаций,open,45588.87,9971239353.59,
2024-04-24,Фонд российских облигаций,open,45613.38,9994532822.56,
2024-04-25,Фонд российских облигаций,open,45595.11,9994823110.64,
2024-04-26,Фонд российских облигаций,open,45634.79,10008559635.01,
2024-04-27,Фонд российских облигаций,open,45671.56,10012561233.04,
2024-05-02,Фонд российских облигаций,open,45718.52,10018131154.53,
2024-05-03,Фонд российских облигаций,open,45763.76,10008362889.66,
2024-05-06,Фонд российских облигаций,open,45829.61,10022233665.05,
2024-05-07,Фонд российских облигаций,open,45808.85,10004025440.27,
2024-05-08,Фонд российских облигаций,open,45879.14,10014377225.51,
2024-05-13,Фонд российских облигаций,open,45914.81,10023020870.61,
2024-05-14,Фонд российских облигаций,open,45912.12,10016588700.29,
2024-05-15,Фонд российских облигаций,open,45856.72,10010156709.52,
2024-05-16,Фонд российских облигаций,open,45890.99,9932331481.32,
2024-05-17,Фонд российских облигаций,open,45904.78,9926151215.14,
2024-05-20,Фонд российских облигаций,open,45903.64,9933678666.04,
2024-05-21,Фонд российских облигаций,open,45926.81,9902983451.03,
2024-05-22,Фонд российских облигаций,open,45922.01,9922714192.38,
2024-05-23,Фонд российских облигаций,open,45899.22,9915275249.43,
2024-05-24,Фонд российских облигаций,open,45840.68,9894205605.37,
2024-05-27,Фонд российских облигаций,open,45748.55,9873149886.23,
2024-05-28,Фонд российских облигаций,open,45718.3,9850604646.87,
2024-05-29,Фонд российских облигаций,open,45734.32,9846276108.86,
2024-05-30,Фонд российских облигаций,open,45784.22,9861208872.86,
2024-05-31,Фонд российских облигаций,open,45724.82,9835966360.18,
2024-06-03,Фонд российских облигаций,open,45722.96,9729001986.48,
2024-06-04,Фонд российских облигаций,open,45769.54,9617202609.16,
2024-06-05,Фонд российских облигаций,open,45839.45,9656382529.11,
2024-06-06,Фонд российских облигаций,open,45847.33,9645374815.62,
2024-06-07,Фонд российских облигаций,open,45830.34,9625924997.56,
2024-06-10,Фонд российских облигаций,open,45916.36,9623248676.2,
2024-06-11,Фонд российских облигаций,open,45921.51,9563163558.72,
2024-06-13,Фонд российских облигаций,open,45948.77,9536990040.57,
2024-06-14,Фонд российских облигаций,open,45965.8,9548942926.1,
2024-06-17,Фонд российских облигаций,open,45905.26,9546596443.79,
2024-06-18,Фонд российских облигаций,open,45924.87,9523767782.26,
2024-06-19,Фонд российских облигаций,open,45798.95,9477830932.29,
2024-06-20,Фонд российских облигаций,open,45652.75,9444223628.39,
2024-06-21,Фонд российских облигаций,open,45676.55,9466774608.25,
2024-06-24,Фонд российских облигаций,open,45764.18,9476513417.97,
2024-06-25,Фонд российских облигаций,open,45756.8,9388225922.83,
2024-06-26,Фонд российских облигаций,open,45776.94,9382557252.94,
2024-06-27,Фонд российских облигаций,open,45815.47,9380259093.79,
2024-06-28,Фонд российских облигаций,open,45849.86,9382521680.39,
2024-07-01,Фонд российских облигаций,open,45927.54,9382059965.87,
2024-07-02,Фонд российских облигаций,open,45966.9,9379312683.13,
2024-07-03,Фонд российских облигаций,open,45939.59,9332239661.47,
2024-07-04,Фонд российских облигаций,open,45963.29,9322219493.42,
2024-07-05,Фонд российских облигаций,open,45994.47,9328715330.09,
2024-07-08,Фонд российских облигаций,open,45967.82,9318657038.24,
2024-07-09,Фонд российских облигаций,open,46001.21,9330382374.09,
2024-07-10,Фонд российских облигаций,open,46019.19,9332657188.21,
2024-07-11,Фонд российских облигаций,open,46012.6,9325839943.12,
2024-07-12,Фонд российских облигаций,open,46015.53,9362400486.59,
2024-07-15,Фонд российских облигаций,open,46084.34,9380887950.01,
2024-07-16,Фонд российских облигаций,open,46067.82,9373868545.44,
2024-07-17,Фонд российских облигаций,open,46067.74,9382719209.51,
2024-07-18,Фонд российских облигаций,open,46167.44,9401426371.05,
2024-07-19,Фонд российских облигаций,open,46157.78,9394600404.78,
2024-07-22,Фонд российских облигаций,open,46302.76,9369372107.1,
2024-07-23,Фонд российских облигаций,open,46213.39,9301396134.75,
2024-07-24,Фонд российских облигаций,open,46220.16,9304570884.35,
2024-07-25,Фонд российских облигаций,open,46252.77,9339740809.05,
2024-07-26,Фонд российских облигаций,open,46280.81,9325741704.23,
2024-07-29,Фонд российских облигаций,open,46350.33,9335046722.4,
2024-07-30,Фонд российских облигаций,open,46373.86,9363814858.51,
2024-07-31,Фонд российских облигаций,open,46409.25,9391865849.9,
2024-08-01,Фонд российских облигаций,open,46477.56,9417569608.52,
2024-08-02,Фонд российских облигаций,open,46504.61,9404395282.52,
2024-08-05,Фонд российских облигаций,open,46561.11,9427654455.28,
2024-08-06,Фонд российских облигаций,open,46594.62,9471903093.34,
2024-08-07,Фонд российских облигаций,open,46603.61,9493172455.04,
2024-08-08,Фонд российских облигаций,open,46641.52,9475387494.31,
2024-08-09,Фонд российских облигаций,open,46668.47,9486870401.55,
2024-08-12,Фонд российских облигаций,open,46761.39,9500820281.9,
2024-08-13,Фонд российских облигаций,open,46770.25,9506980228.62,
2024-08-14,Фонд российских облигаций,open,46776.55,9503358882.34,
2024-08-15,Фонд российских облигаций,open,46779.67,9498574242.93,
2024-08-16,Фонд российских облигаций,open,46775.24,9490478666.39,
2024-08-19,Фонд российских облигаций,open,46816.37,9452531941.08,
2024-08-20,Фонд российских облигаций,open,46807.77,9990936591.79,
2024-08-21,Фонд российских облигаций,open,46789.83,9974692477.02,
2024-08-22,Фонд российских облигаций,open,46821.0,10016120916.14,
2024-08-23,Фонд российских облигаций,open,46830.99,10014839054.72,
2024-08-26,Фонд российских облигаций,open,46861.67,10015800042.6,
2024-08-27,Фонд российских облигаций,open,46886.91,10077077330.37,
2024-08-28,Фонд российских облигаций,open,46885.37,10069913781.12,
2024-08-29,Фонд российских облигаций,open,46870.45,10050347095.05,
2024-08-30,Фонд российских облигаций,open,46838.46,10042628884.77,
2024-09-02,Фонд российских облигаций,open,46803.28,10093654404.81,
2024-09-03,Фонд российских облигаций,open,46735.47,10079041540.92,
2024-09-04,Фонд российских облигаций,open,46713.9,10077065981.76,
2024-09-05,Фонд российских облигаций,open,46738.69,10073788529.15,
2024-09-06,Фонд российских облигаций,open,46737.61,10054812717.31,
2024-09-09,Фонд российских облигаций,open,46835.08,10063870867.57,
2024-09-10,Фонд российских облигаций,open,46822.98,10016092630.04,
2024-09-11,Фонд российских облигаций,open,46794.25,9996611532.47,
2024-09-12,Фонд российских облигаций,open,46769.66,9987866867.09,
2024-09-13,Фонд российских облигаций,open,46821.87,9981942103.74,
2024-09-16,Фонд российских облигаций,open,46829.08,9975949445.92,
2024-09-17,Фонд российских облигаций,open,46899.74,9980891325.62,
2024-09-18,Фонд российских облигаций,open,46943.92,9522461393.49,
2024-09-19,Фонд российских облигаций,open,46900.75,9433630919.56,
2024-09-20,Фонд российских облигаций,open,46900.76,9413932790.17,
2024-09-23,Фонд российских облигаций,open,46935.41,9309329377.91,
2024-09-24,Фонд российских облигаций,open,46900.71,9282543260.09,
2024-09-25,Фонд российских облигаций,open,46978.22,9264358422.15,
2024-09-26,Фонд российских облигаций,open,47054.92,9273519998.61,
2024-09-27,Фонд российских облигаций,open,47015.43,9227667724.35,
2024-09-30,Фонд российских облигаций,open,47097.45,9242022560.38,
2024-10-01,Фонд российских облигаций,open,47129.19,9238509796.63,
2024-10-02,Фонд российских облигаций,open,47163.36,9251512291.54,
2024-10-03,Фонд российских облигаций,open,47169.52,9243542729.06,
2024-10-04,Фонд российских облигаций,open,47171.77,9802926569.87,
2024-10-07,Фонд российских облигаций,open,47179.69,9795287269.84,
2024-10-08,Фонд российских облигаций,open,47179.37,9771411513.18,
2024-10-09,Фонд российских облигаций,open,47194.22,9755235260.28,
2024-10-10,Фонд российских облигаций,open,47187.36,9764415653.41,
2024-10-11,Фонд российских облигаций,open,47187.73,9747385898.68,
2024-10-14,Фонд российских облигаций,open,47254.6,9767482230.96,
2024-10-15,Фонд российских облигаций,open,47210.67,9765183355.63,
2024-10-16,Фонд российских облигаций,open,47151.94,9799335775.27,
2024-10-17,Фонд российских облигаций,open,47162.49,9813958889.56,
2024-10-18,Фонд российских облигаций,open,47182.39,9823251051.33,
2024-10-21,Фонд российских облигаций,open,47208.14,9847700003.65,
2024-10-22,Фонд российских облигаций,open,47140.33,9873624618.02,
2024-10-23,Фонд российских облигаций,open,47147.27,9891009368.93,
2024-10-24,Фонд российских облигаций,open,47196.34,9844293331.36,
2024-10-25,Фонд российских облигаций,open,47212.07,9914348393.75,
2024-10-28,Фонд российских облигаций,open,47197.14,9959103938.34,
2024-10-29,Фонд российских облигаций,open,46979.2,9953005771.67,
2024-10-30,Фонд российских облигаций,open,46852.95,9939594653.68,
2024-10-31,Фонд российских облигаций,open,46716.69,9961721475.55,
2024-11-01,Фонд российских облигаций,open,46728.96,9976361653.52,
2024-11-02,Фонд российских облигаций,open,46723.71,9999190210.42,
2024-11-05,Фонд российских облигаций,open,46471.1,9945331580.55,
2024-11-06,Фонд российских облигаций,open,46533.15,9992991807.61,
2024-11-07,Фонд российских облигаций,open,46414.9,9975804346.02,
2024-11-08,Фонд российских облигаций,open,46374.38,9963599598.05,
2024-11-11,Фонд российских облигаций,open,46524.22,9987419598.94,
2024-11-12,Фонд российских облигаций,open,46711.35,9558214000.6,
2024-11-13,Фонд российских облигаций,open,46664.12,9530517081.67,
2024-11-14,Фонд российских облигаций,open,46654.24,9648584038.71,
2024-11-15,Фонд российских облигаций,open,46689.8,9674099987.27,
2024-11-18,Фонд российских облигаций,open,46818.72,10179587404.6,
2024-11-19,Фонд российских облигаций,open,46850.19,10107329112.4,
2024-11-20,Фонд российских облигаций,open,46881.32,9925483617.1,
2024-11-21,Фонд российских облигаций,open,46859.92,9919737046.83,
2024-11-22,Фонд российских облигаций,open,46816.22,9900784321.36,
2024-11-25,Фонд российских облигаций,open,46842.62,9952170759.05,
2024-11-26,Фонд российских облигаций,open,46755.18,9914011468.09,
2024-11-27,Фонд российских облигаций,open,46585.62,9881422139.96,
2024-11-28,Фонд российских облигаций,open,46614.62,9846607286.75,
2024-11-29,Фонд российских облигаций,open,46637.32,9885273108.08,
2024-12-02,Фонд российских облигаций,open,46644.75,9876684529.0,
2024-12-03,Фонд российских облигаций,open,46665.84,9793305399.89,
2024-12-04,Фонд российских облигаций,open,46647.93,9765507926.43,
2024-12-05,Фонд российских облигаций,open,46682.41,9910523266.94,
2024-12-06,Фонд российских облигаций,open,46785.34,9943879329.7,
2024-12-09,Фонд российских облигаций,open,46785.83,9990032963.74,
2024-12-10,Фонд российских облигаций,open,46583.32,9932231852.11,
2024-12-11,Фонд российских облигаций,open,46608.94,9931228622.94,
2024-12-12,Фонд российских облигаций,open,46509.97,9901015162.94,
2024-12-13,Фонд российских облигаций,open,46397.81,9884045124.27,
2024-12-16,Фонд российских облигаций,open,46487.98,9908075704.17,
2024-12-17,Фонд российских облигаций,open,46365.02,9880565936.71,
2024-12-18,Фонд российских облигаций,open,46374.38,9893882659.95,
2024-12-19,Фонд российских облигаций,open,46421.94,9923173367.95,
2024-12-20,Фонд российских облигаций,open,46804.55,10007058447.11,
2024-12-23,Фонд российских облигаций,open,47423.36,10149107604.65,
2024-12-24,Фонд российских облигаций,open,47564.26,9707001705.36,
2024-12-25,Фонд российских облигаций,open,47805.96,9773577301.67,
2024-12-26,Фонд российских облигаций,open,47864.54,9789812303.5,
2024-12-27,Фонд российских облигаций,open,47962.53,9825929127.24,
2024-12-28,Фонд российских облигаций,open,48093.89,9863651656.72,
2025-01-09,Фонд российских облигаций,open,48724.68,10017563070.43,
2025-01-10,Фонд российских облигаций,open,48751.76,10000951146.87,
2025-01-13,Фонд российских облигаций,open,48875.73,10030795074.71,
2025-01-14,Фонд российских облигаций,open,48854.51,10012960993.36,
2025-01-15,Фонд российских облигаций,open,48866.61,10090644271.94,
2025-01-16,Фонд российских облигаций,open,48907.44,10112323785.8,
2025-01-17,Фонд российских облигаций,open,49023.95,10139634549.92,
2025-01-20,Фонд российских облигаций,open,49021.62,10188173316.69,
2025-01-21,Фонд российских облигаций,open,49116.1,10250520576.54,
2025-01-22,Фонд российских облигаций,open,49184.6,10311839051.51,
2025-01-23,Фонд российских облигаций,open,49135.02,10384085230.29,
2025-01-24,Фонд российских облигаций,open,49182.3,10438330841.52,
2025-01-27,Фонд российских облигаций,open,49202.72,10468739443.28,
2025-01-28,Фонд российских облигаций,open,49206.47,10524933755.24,
2025-01-29,Фонд российских облигаций,open,49238.7,10577350806.18,
2025-01-30,Фонд российских облигаций,open,49328.76,10688131296.38,
2025-01-31,Фонд российских облигаций,open,49380.52,10768881470.61,
2025-02-03,Фонд российских облигаций,open,49435.67,10837256637.38,
2025-02-04,Фонд российских облигаций,open,49430.14,10934064072.6,
2025-02-05,Фонд российских облигаций,open,49376.79,10965812251.02,
2025-02-06,Фонд российских облигаций,open,49370.31,11522805019.59,
2025-02-07,Фонд российских облигаций,open,49423.09,11473998948.45,
2025-02-10,Фонд российских облигаций,open,49466.86,11583536202.28,
2025-02-11,Фонд российских облигаций,open,49538.8,11634866262.65,
2025-02-12,Фонд российских облигаций,open,49724.64,11729896037.24,
2025-02-13,Фонд российских облигаций,open,50226.77,11637026603.84,
2025-02-14,Фонд российских облигаций,open,50615.11,11644254323.57,
2025-02-17,Фонд российских облигаций,open,50470.41,11677065977.1,
2025-02-18,Фонд российских облигаций,open,50515.72,11818610129.76,
2025-02-19,Фонд российских облигаций,open,50563.56,11905681954.28,
2025-02-20,Фонд российских облигаций,open,50623.09,12069406556.65,
2025-02-21,Фонд российских облигаций,open,50688.28,12254981459.41,
2025-02-24,Фонд российских облигаций,open,50755.71,12342284689.08,
2025-02-25,Фонд российских облигаций,open,50686.13,12410266084.23,
2025-02-26,Фонд российских облигаций,open,50720.21,12456577831.45,
2025-02-27,Фонд российских облигаций,open,50919.55,12532671081.57,
2025-02-28,Фонд российских облигаций,open,50985.0,12637935146.0,
2025-03-03,Фонд российских облигаций,open,51089.68,12844688629.19,
2025-03-04,Фонд российских облигаций,open,51230.31,13157493069.37,
2025-03-05,Фонд российских облигаций,open,51374.17,13419939560.25,
2025-03-06,Фонд российских облигаций,open,51591.77,13558281563.85,
2025-03-07,Фонд российских облигаций,open,51934.07,13830979060.47,
2025-03-10,Фонд российских облигаций,open,52122.04,14068868259.01,
2025-03-11,Фонд российских облигаций,open,52056.8,14287898923.99,
2025-03-12,Фонд российских облигаций,open,52123.01,14515137150.05,
2025-03-13,Фонд российских облигаций,open,52118.94,14767064211.61,
2025-03-14,Фонд российских облигаций,open,52237.68,14941467254.1,
2025-03-17,Фонд российских облигаций,open,52474.45,15151402609.83,
2025-03-18,Фонд российских облигаций,open,52561.91,15341951829.38,
2025-03-19,Фонд российских облигаций,open,52675.96,15646217979.32,
2025-03-20,Фонд российских облигаций,open,52665.95,16018675341.66,
2022-06-14,Фонд смешанный с выплатой дохода,open,49994.64,152164074.71,
2022-06-15,Фонд смешанный с выплатой дохода,open,49989.27,180796095.38,
2022-06-16,Фонд смешанный с выплатой дохода,open,49983.91,294881279.24,
2022-06-17,Фонд смешанный с выплатой дохода,open,49978.55,384271927.89,
2022-06-20,Фонд смешанный с выплатой дохода,open,49973.19,498689583.8,
2022-06-21,Фонд смешанный с выплатой дохода,open,49974.15,572381268.03,
2022-06-22,Фонд смешанный с выплатой дохода,open,50211.4,690513485.94,
2022-06-23,Фонд смешанный с выплатой дохода,open,50411.47,818964057.98,
2022-06-24,Фонд смешанный с выплатой дохода,open,50261.8,953460234.92,
2022-06-27,Фонд смешанный с выплатой дохода,open,50430.98,1097607187.38,
2022-06-28,Фонд смешанный с выплатой дохода,open,50172.42,1244540547.31,
2022-06-29,Фонд смешанный с выплатой дохода,open,49987.93,1372367524.03,
2022-06-30,Фонд смешанный с выплатой дохода,open,48212.36,1409466723.41,
2022-07-01,Фонд смешанный с выплатой дохода,open,48305.88,1495433657.88,
2022-07-04,Фонд смешанный с выплатой дохода,open,48285.17,1689038820.56,
2022-07-05,Фонд смешанный с выплатой дохода,open,48205.36,1850279233.34,
2022-07-06,Фонд смешанный с выплатой дохода,open,48322.32,1976889837.58,
2022-07-07,Фонд смешанный с выплатой дохода,open,48307.36,2117916676.04,
2022-07-08,Фонд смешанный с выплатой дохода,open,48378.36,2226938691.86,
2022-07-11,Фонд смешанный с выплатой дохода,open,47795.35,2285884232.08,
2022-07-12,Фонд смешанный с выплатой дохода,open,47204.47,2357107537.34,
2022-07-13,Фонд смешанный с выплатой дохода,open,46482.73,2469365214.87,
2022-07-14,Фонд смешанный с выплатой дохода,open,46271.58,2551265837.64,
2022-07-15,Фонд смешанный с выплатой дохода,open,46949.65,2711551764.04,
2022-07-18,Фонд смешанный с выплатой дохода,open,46734.8,2781719382.75,
2022-07-19,Фонд смешанный с выплатой дохода,open,46425.2,2842732216.31,
2022-07-20,Фонд смешанный с выплатой дохода,open,46487.33,2918987442.11,
2022-07-21,Фонд смешанный с выплатой дохода,open,46219.54,2986337054.25,
2022-07-22,Фонд смешанный с выплатой дохода,open,46873.65,3110950150.72,
2022-07-25,Фонд смешанный с выплатой дохода,open,47187.41,3248897676.25,
2022-07-26,Фонд смешанный с выплатой дохода,open,47853.79,3378192035.33,
2022-07-27,Фонд смешанный с выплатой дохода,open,48073.14,3475960886.42,
